"date","QQQ","SP500","NASDAQ","VIX","MKTRF","SMB","HML","RMW","CMA","RF","MOM","QQQ_log_return"
2021-08-04,360.810821533203,4402.66015625,14780.5302734375,17.9699993133545,-0.39,-0.96,-1.56,-0.37,-1.09,0,-0.21,0.00144381684260342
2021-08-05,363.099395751953,4429.10009765625,14895.1201171875,17.2800006866455,0.74,1.07,-0.1,-1.32,-0.42,0,0.84,0.00632283338051209
2021-08-06,361.508239746094,4436.52001953125,14835.759765625,16.1499996185303,0.09,0.47,1.88,0.58,0.32,0,0.48,-0.00439177973123961
2021-08-09,362.176177978516,4432.35009765625,14860.1796875,16.7199993133545,0.01,-0.45,-0.26,-0.63,-0.54,0,0.66,0.0018459383834406
2021-08-10,360.319702148438,4436.75,14788.08984375,16.7900009155273,0.06,0.38,1.82,0.71,0.89,0,0.41,-0.00513907405411551
2021-08-11,359.700927734375,4442.41015625,14765.1396484375,16.1700000762939,0.19,0.3,1.41,0.89,0.49,0,-0.3,-0.00171876899275336
2021-08-12,360.997467041016,4460.830078125,14816.259765625,15.5900001525879,0.24,-0.69,-0.4,0.05,0.1,0,0.33,0.00359801191387632
2021-08-13,362.264617919922,4468,14822.900390625,15.4499998092651,0,-0.95,-0.24,0.7,-0.01,0,-0.87,0.00350399171132132
2021-08-16,362.421691894531,4479.7099609375,14793.759765625,16.1200008392334,-0.05,-0.87,0.05,1.66,0.16,0,-0.5,0.000433495085919944
2021-08-17,359.229431152344,4448.080078125,14656.1796875,17.9099998474121,-0.8,-0.5,-0.11,-0.29,0.1,0,-1.25,-0.00884716024773802
2021-08-18,355.772064208984,4400.27001953125,14525.91015625,21.5699996948242,-0.95,0.11,-0.18,-0.31,-0.67,0,0.47,-0.00967101163452089
2021-08-19,357.490966796875,4405.7998046875,14541.7900390625,21.6700000762939,-0.15,-0.96,-0.82,1.39,-0.47,0,-0.84,0.00481983739741398
2021-08-20,361.193939208984,4441.669921875,14714.66015625,18.5599994659424,0.92,0.85,-0.48,-0.38,-0.28,0,0.23,0.0103049476896677
2021-08-23,366.596130371094,4479.52978515625,14942.650390625,17.1499996185303,1.08,0.76,-0.85,-1.83,-0.06,0,0.74,0.0148457380938938
2021-08-24,367.715881347656,4486.22998046875,15019.7998046875,17.2199993133545,0.41,0.41,0.36,-0.72,0.09,0,0.95,0.00304979852329268
2021-08-25,368.138275146484,4496.18994140625,15041.8603515625,16.7900009155273,0.26,0.06,0.36,-0.43,-0.02,0,0.73,0.00114803685347997
2021-08-26,365.800567626953,4470,14945.8095703125,18.8400001525879,-0.65,-0.44,-0.32,-0.05,-0.16,0,-0.31,-0.00637032757729195
2021-08-27,369.356201171875,4509.3701171875,15129.5,16.3899993896484,1.07,1.65,0.3,-0.71,0.14,0,0.94,0.00967320555589612
2021-08-30,373.501251220703,4528.7900390625,15265.8896484375,16.1900005340576,0.35,-0.69,-1.37,0.66,0.14,0,-1.17,0.0111598613030388
2021-08-31,373.196655273438,4522.68017578125,15259.240234375,16.4799995422363,-0.13,0.46,-0.05,-0.45,-0.21,0,-0.23,-0.000815847912553735
2021-09-01,373.815551757812,4524.08984375,15309.3798828125,16.1100006103516,0.11,0.4,-0.94,-0.43,-0.36,0,-0.58,0.0016569920013465
2021-09-02,373.638732910156,4536.9501953125,15331.1796875,16.4099998474121,0.36,0.2,-0.04,-0.42,0.58,0,0.22,-0.000473122850672247
2021-09-03,374.787933349609,4535.43017578125,15363.51953125,16.4099998474121,-0.01,-0.55,-0.26,0.03,-0.26,0,0.25,0.0030709791471315
2021-09-07,375.318328857422,4520.02978515625,15374.330078125,18.1399993896484,-0.36,-0.36,-0.09,-0.6,0.18,0,0.25,0.00141418789025405
2021-09-08,374.011993408203,4514.06982421875,15286.6396484375,17.9599990844727,-0.34,-0.74,0.08,0.75,0.17,0,-0.96,-0.00348667799452418
2021-09-09,372.725250244141,4493.27978515625,15248.25,18.7999992370605,-0.27,0.26,0.09,-0.79,-0.3,0,0.91,-0.0034463111316887
2021-09-10,369.896453857422,4458.580078125,15115.490234375,20.9500007629395,-0.76,-0.03,0.02,0.21,-0.48,0,-0.24,-0.00761844167274095
2021-09-13,369.641021728516,4468.72998046875,15105.580078125,19.3700008392334,0.14,0.23,1.34,0.21,0.98,0,0.01,-0.000690788898457306
2021-09-14,368.590179443359,4443.0498046875,15037.759765625,19.4599990844727,-0.66,-0.67,-0.97,0.43,-0.47,0,-0.12,-0.00284692110883622
2021-09-15,371.330505371094,4480.7001953125,15161.5302734375,18.1800003051758,0.88,0.13,0.63,-0.25,0.47,0,1.04,0.00740711406787042
2021-09-16,371.585815429688,4473.75,15181.919921875,18.6900005340576,-0.03,-0.09,-0.55,-0.4,-0.55,0,-0.11,0.000687318508144408
2021-09-17,367.185516357422,4432.990234375,15043.9697265625,20.8099994659424,-0.72,0.97,-0.05,-0.64,-0.44,0,-0.74,-0.0119126201036828
2021-09-20,359.598236083984,4357.72998046875,14713.900390625,25.7099990844727,-1.87,-0.58,0.23,0.77,0.27,0,-0.68,-0.020879817128864
2021-09-21,360.040710449219,4354.18994140625,14746.400390625,24.3600006103516,0.05,0.26,-0.67,-0.44,-0.31,0,0.15,0.00122971226925639
2021-09-22,363.403656005859,4395.64013671875,14896.849609375,20.8700008392334,1,0.15,0.53,-0.53,0.49,0,1.3,0.00929710682919804
2021-09-23,366.7568359375,4448.97998046875,15052.240234375,18.6299991607666,1.28,0.46,0.93,-1.01,0.2,0,1.09,0.00918483961216499
2021-09-24,367.100952148438,4455.47998046875,15047.7001953125,17.75,0.08,-0.39,0.7,0.58,0.25,0,0.24,0.000937828123502626
2021-09-27,364.170623779297,4443.10986328125,14969.9697265625,18.7600002288818,-0.1,1.71,2.43,-0.26,0.72,0,0.61,-0.00801437974683505
2021-09-28,353.865447998047,4352.6298828125,14546.6796875,23.25,-2.18,0,1.75,0.84,1.07,0,-0.63,-0.0287057539756592
2021-09-29,353.285308837891,4359.4599609375,14512.4404296875,22.5599994659424,0.03,-0.2,0.8,1.16,0.33,0,-0.49,-0.00164077966317766
2021-09-30,351.987396240234,4307.5400390625,14448.580078125,23.1399993896484,-1.02,0.08,-0.77,-1.22,-0.36,0,-0.11,-0.00368060199558951
2021-10-01,354.170349121094,4357.0400390625,14566.7001953125,21.1000003814697,1.1,0.47,0.5,-0.1,0.61,0,0.62,0.00618264077344666
2021-10-04,346.736511230469,4300.4599609375,14255.48046875,22.9599990844727,-1.43,0.4,2.33,0.7,1.06,0,0.06,-0.0212128517175092
2021-10-05,351.417083740234,4345.72021484375,14433.830078125,21.2999992370605,1.05,-0.57,-0.07,-0.07,-0.31,0,0.66,0.0134086329154828
2021-10-06,353.668823242188,4363.5498046875,14501.91015625,21,0.33,-1,-0.49,0.33,-0.69,0,-0.85,0.00638715689753599
2021-10-07,356.913787841797,4399.759765625,14654.01953125,19.5400009155273,1.01,0.46,-0.17,-0.08,0.06,0,0.64,0.00913331428655439
2021-10-08,355.134002685547,4391.33984375,14579.5400390625,18.7700004577637,-0.28,-0.45,1.12,0.1,0.6,0,0.03,-0.00499907137255207
2021-10-11,352.410217285156,4361.18994140625,14486.2001953125,20,-0.72,0.22,-0.28,-0.03,0.29,0,0.05,-0.00769930353137571
2021-10-12,351.181030273438,4350.64990234375,14465.919921875,19.8500003814697,-0.06,0.56,-0.44,-0.89,-0.25,0,-0.04,-0.00349404079857329
2021-10-13,353.993347167969,4363.7998046875,14571.6396484375,18.6399993896484,0.43,-0.08,-1.06,-0.47,-0.77,0,-0.43,0.00797627337200169
2021-10-14,360.512786865234,4438.259765625,14823.4296875,16.8600006103516,1.65,-0.37,-0.27,-0.01,-0.14,0,0.1,0.0182493062560853
2021-10-15,362.7841796875,4471.3701171875,14897.33984375,16.2999992370605,0.63,-1.13,0.3,0.37,-0.05,0,0.13,0.00628068523423675
2021-10-18,366.432250976562,4486.4599609375,15021.8095703125,16.3099994659424,0.41,-0.41,-0.01,0.56,-0.05,0,1.39,0.0100055390138998
2021-10-19,369.205230712891,4519.6298828125,15129.08984375,15.6999998092651,0.71,-0.47,-0.23,-0.16,0.09,0,-0.72,0.0075390200724792
2021-10-20,368.723388671875,4536.18994140625,15121.6796875,15.4899997711182,0.34,0.23,1.19,0.29,0.51,0,0.1,-0.00130593148669966
2021-10-21,370.975158691406,4549.77978515625,15215.7001953125,15.0100002288818,0.37,0.03,-0.95,0.33,-0.63,0,0.03,0.00608836392420642
2021-10-22,367.858062744141,4544.89990234375,15090.2001953125,15.4300003051758,-0.25,0,1.01,0.45,0.51,0,0.31,-0.00843793795748393
2021-10-25,371.624176025391,4566.47998046875,15226.7099609375,15.2399997711182,0.58,0.37,-0.15,-0.42,-0.36,0,1.24,0.0101858993921136
2021-10-26,372.794342041016,4574.7900390625,15235.7099609375,15.9799995422363,0.04,-0.78,-0.31,-0.37,-0.14,0,-0.21,0.00314384167246651
2021-10-27,373.659698486328,4551.68017578125,15235.83984375,16.9799995422363,-0.76,-0.95,-1.18,0.85,-0.61,0,-0.09,0.00231858034385457
2021-10-28,377.809234619141,4596.419921875,15448.1201171875,16.5300006866455,1.14,0.82,-0.5,-0.33,-0.17,0,0.83,0.0110439117994128
2021-10-29,379.667663574219,4605.3798828125,15498.3896484375,16.2600002288818,0.22,0.14,-0.83,0.55,-0.8,0,0.55,0.00490690260890947
2021-11-01,380.965667724609,4613.669921875,15595.919921875,16.4099998474121,0.51,2.05,0.44,-1.12,0.03,0,1.05,0.0034129595875978
2021-11-02,382.558624267578,4630.64990234375,15649.599609375,16.0300006866455,0.24,-0.32,-0.54,0.41,0.14,0,-0.01,0.00417264747414148
2021-11-03,386.619689941406,4660.56982421875,15811.580078125,15.1000003814697,0.8,1.44,-0.12,0.21,-0.39,0,-0.28,0.0105595889391852
2021-11-04,391.575653076172,4680.06005859375,15940.3095703125,15.4399995803833,0.39,-0.28,-1.37,0.65,-0.72,0,-0.51,0.0127372392614387
2021-11-05,391.949340820312,4697.52978515625,15971.58984375,16.4799995422363,0.38,0.79,1.19,0.01,1.3,0,0.77,0.000953863055767279
2021-11-08,391.418304443359,4701.7001953125,15982.3603515625,17.2199993133545,0.18,0.02,0.07,-0.5,-0.08,0,0.51,-0.00135577837942868
2021-11-09,388.724090576172,4685.25,15886.5400390625,17.7800006866455,-0.35,-0.15,0.45,0.58,0.28,0,-0.9,-0.00690700722174409
2021-11-10,383.010955810547,4646.7099609375,15622.7099609375,18.7299995422363,-1.07,-0.31,0.93,1.38,-0.08,0,-0.94,-0.0148062192158003
2021-11-11,384.072967529297,4649.27001953125,15704.2802734375,17.6599998474121,0.24,0.63,0.33,0.14,0.11,0,1.01,0.00276896012283867
2021-11-12,388.114379882812,4682.85009765625,15860.9599609375,16.2900009155273,0.74,-0.46,-0.91,0.39,-0.3,0,-0.22,0.0104675355487744
2021-11-15,388.025817871094,4682.7998046875,15853.849609375,16.4899997711182,-0.02,-0.46,0.71,0.56,0.48,0,-0.18,-0.000228211378200172
2021-11-16,390.789001464844,4700.89990234375,15973.8603515625,16.3700008392334,0.5,-0.17,-0.72,0.19,-0.64,0,0.32,0.00709589781653275
2021-11-17,390.995452880859,4688.669921875,15921.5703125,17.1100006103516,-0.47,-0.64,-0.25,0.81,0.16,0,0.01,0.000528154326086216
2021-11-18,395.046752929688,4704.5400390625,15993.7099609375,17.5900001525879,0.06,-0.76,-0.07,1.26,-0.09,0,0.93,0.0103081892871959
2021-11-19,397.249359130859,4697.9599609375,16057.4404296875,17.9099998474121,-0.2,-0.41,-1.28,1.05,-0.59,0,0,0.00556007240726064
2021-11-22,392.637634277344,4682.93994140625,15854.759765625,19.1700000762939,-0.61,0.05,2.76,1.24,1.59,0,0.61,-0.0116770558168513
2021-11-23,390.847991943359,4690.7001953125,15775.1396484375,19.3799991607666,-0.03,-0.2,1.75,0.24,1.15,0,0.03,-0.00456841934719332
2021-11-24,392.106628417969,4701.4599609375,15845.23046875,18.5799999237061,0.3,-0.13,-0.87,-0.52,-0.2,0,0.14,0.00321509708499512
2021-11-26,384.672821044922,4594.6201171875,15491.66015625,28.6200008392334,-2.22,-1.28,-0.92,0.25,-0.61,0,-0.69,-0.0191406565502534
2021-11-29,393.021118164062,4655.27001953125,15782.830078125,22.9599990844727,1.11,-1.31,-0.79,0.38,-0.32,0,1.27,0.0214701886897855
2021-11-30,387.249114990234,4567,15537.6904296875,27.1900005340576,-1.95,0.16,-1.13,-0.11,0.43,0,-0.13,-0.0147951522882002
2021-12-01,380.660858154297,4513.0400390625,15254.0498046875,31.1200008392334,-1.61,-0.47,1.11,2.29,0.74,0,-0.31,-0.0171593512813972
2021-12-02,383.404327392578,4577.10009765625,15381.3203125,27.9500007629395,1.51,1,1.27,-0.65,0.04,0,-0.24,0.00718127479274777
2021-12-03,376.737426757812,4538.43017578125,15085.4697265625,30.6700000762939,-1.21,-0.86,1.07,1.78,1,0,-1.21,-0.0175416533910049
2021-12-06,379.756256103516,4591.669921875,15225.150390625,27.1800003051758,1.19,0.83,0.63,0.09,0.61,0,-0.97,0.00798115156471191
2021-12-07,391.192138671875,4686.75,15686.919921875,21.8899993896484,2.22,-0.16,-1.79,-1.45,-0.43,0,0.99,0.0296692269303822
2021-12-08,392.942443847656,4701.2099609375,15786.990234375,19.8999996185303,0.47,0.34,-0.83,-0.97,0.2,0,-0.51,0.00446430529087127
2021-12-09,387.160583496094,4667.4501953125,15517.3701171875,21.5799999237061,-1.07,-1.07,1.57,1.42,0.97,0,-0.05,-0.0148235964315768
2021-12-10,391.369171142578,4712.02001953125,15630.599609375,18.6900005340576,0.7,-0.87,0.5,1.38,0.77,0,0.75,0.0108117348572625
2021-12-13,385.715057373047,4668.97021484375,15413.2802734375,20.3099994659424,-1.04,-0.29,-0.98,0.3,-0.31,0,-1.91,-0.0145523827238669
2021-12-14,381.722808837891,4634.08984375,15237.6396484375,21.8899993896484,-0.76,-0.35,1.64,0.4,0.17,0,-0.29,-0.0104041896375708
2021-12-15,390.425140380859,4709.85009765625,15565.580078125,19.2900009155273,1.62,0.02,-1.91,0.05,-0.36,0,0.48,0.0225415350386156
2021-12-16,380.385467529297,4668.669921875,15180.4296875,20.5699996948242,-1.2,-0.86,2.78,0.64,0.64,0,-1.16,-0.0260511221215962
2021-12-17,378.487762451172,4620.64013671875,15169.6796875,21.5699996948242,-0.65,1.47,-2.33,-1.7,-0.37,0,-1.59,-0.00500138615751933
2021-12-20,374.816253662109,4568.02001953125,14980.9404296875,22.8700008392334,-1.27,-0.22,-0.41,0.04,0.16,0,-0.37,-0.00974782500223093
2021-12-21,383.204803466797,4649.22998046875,15341.08984375,21.0100002288818,2.06,0.67,0.19,-1.08,-0.19,0,0.58,0.0221336655095472
2021-12-22,387.871673583984,4696.56005859375,15521.8896484375,18.6299991607666,0.97,0.18,-0.36,0.34,0.08,0,0.95,0.0121049655705905
2021-12-23,390.795867919922,4725.7900390625,15653.3701171875,17.9599990844727,0.71,0.29,-0.48,-0.36,-0.39,0,0.09,0.00751079999287718
2021-12-27,397.254669189453,4791.18994140625,15871.259765625,17.6800003051758,1.22,-0.13,0.29,0.97,0.48,0,1.92,0.0163922124040194
2021-12-28,395.413452148438,4786.35009765625,15781.7197265625,17.5400009155273,-0.27,-0.41,0.81,0.84,0.2,0,-0.53,-0.00464562735111151
2021-12-29,395.354309082031,4793.06005859375,15766.2197265625,16.9500007629395,0.06,-0.03,0.17,0.69,0,0,0.41,-0.000149583909249351
2021-12-30,394.172943115234,4778.72998046875,15741.5595703125,17.3299999237061,-0.15,0.08,-0.4,-0.83,-0.42,0,-1.06,-0.0029925929603154
2021-12-31,391.711517333984,4766.18017578125,15644.9697265625,17.2199993133545,-0.31,0.18,0.53,0.36,0.4,0,0.42,-0.00626411121175074
2022-01-03,395.482360839844,4796.56005859375,15832.7998046875,16.6000003814697,0.73,0.43,0.78,-1.17,0.6,0,-1.06,0.00958054287050203
2022-01-04,390.352752685547,4793.5400390625,15622.7197265625,16.9099998474121,-0.29,-0.07,3.62,0.63,1.47,0,0.39,-0.0130553621857707
2022-01-05,378.360656738281,4700.580078125,15100.169921875,19.7299995422363,-2.28,-0.94,2.6,1.41,1.22,0,-0.71,-0.0312029652877026
2022-01-06,378.094879150391,4696.0498046875,15080.8603515625,19.6100006103516,0,0.38,1.75,-0.55,-0.02,0,0.71,-0.000702691926273147
2022-01-07,373.9990234375,4677.02978515625,14935.900390625,18.7600002288818,-0.48,-0.96,2.02,-0.12,0.85,0,-0.63,-0.0108919808855115
2022-01-10,374.245208740234,4670.2900390625,14942.830078125,19.3999996185303,-0.15,-0.3,-0.28,-0.04,-0.38,0,-0.18,0.000658034639040572
2022-01-11,379.867095947266,4713.06982421875,15153.4501953125,18.4099998474121,1.1,-0.2,-0.3,-1.26,0.38,0,-0.09,0.0149102231168277
2022-01-12,381.373504638672,4726.35009765625,15188.3896484375,17.6200008392334,0.12,-0.85,0.5,0.76,0.27,0,1.24,0.00395777801817854
2022-01-13,371.8330078125,4659.02978515625,14806.8095703125,20.3099994659424,-1.57,0.86,2.41,1.17,1.01,0,-0.27,-0.0253343722996258
2022-01-14,374.146759033203,4662.85009765625,14893.75,19.1900005340576,0.08,0.04,0.54,-0.84,0.48,0,-0.18,0.00620327452051228
2022-01-18,364.832672119141,4577.10986328125,14506.900390625,22.7900009155273,-2.08,-0.9,1.37,0.8,0.97,0,0.12,-0.025209308356513
2022-01-19,360.825531005859,4532.759765625,14340.259765625,23.8500003814697,-1.01,-0.36,-0.67,0.25,0.08,0,-0.43,-0.0110442680235607
2022-01-20,356.138977050781,4482.72998046875,14154.01953125,25.5900001525879,-1.14,-0.83,-0.23,-0.3,0.13,0,-0.44,-0.0130735082505566
2022-01-21,346.263671875,4397.93994140625,13768.919921875,28.8500003814697,-2.1,0.38,0.49,1.03,0.47,0,0.41,-0.0281204973641662
2022-01-24,347.848846435547,4410.1298828125,13855.1298828125,29.8999996185303,0.53,1.75,-0.25,-0.07,-0.65,0,0.08,0.004567493812762
2022-01-25,339.785217285156,4356.4501953125,13539.2900390625,31.1599998474121,-1.43,-0.19,2.79,-0.78,1.61,0,0.24,-0.0234543319665992
2022-01-26,339.253509521484,4349.93017578125,13542.1201171875,31.9599990844727,-0.3,-1.06,0.09,0.42,-0.05,0,1.4,-0.00156606052453601
2022-01-27,335.837158203125,4326.509765625,13352.7802734375,30.4899997711182,-0.79,-1.47,0.79,1.06,0.96,0,0.29,-0.0101212493248886
2022-01-28,346.371978759766,4431.85009765625,13770.5703125,27.6599998474121,2.45,-0.61,-2.07,0.17,0.25,0,-0.28,0.0308868864121186
2022-01-31,357.448394775391,4515.5498046875,14239.8798828125,24.8299999237061,2.34,0.72,-2.86,-1.82,-1.58,0,-1.72,0.0314777207454933
2022-02-01,359.880310058594,4546.5400390625,14346,21.9599990844727,0.87,0.12,0.65,-1.07,0.38,0,-0.01,0.00678050267367514
2022-02-02,362.804473876953,4589.3798828125,14417.5498046875,22.0900001525879,0.48,-1.58,0.72,1.48,0.49,0,2.38,0.00809254557947003
2022-02-03,348.095001220703,4477.43994140625,13878.8203125,24.3500003814697,-2.49,0.44,2.18,0.42,1.32,0,1.23,-0.0413886151566265
2022-02-04,352.486206054688,4500.52978515625,14098.009765625,23.2199993133545,0.89,-0.28,-0.6,-1.7,-1.1,0,-2.24,0.0125360551944551
2022-02-07,349.650604248047,4483.8701171875,14015.669921875,22.8600006103516,-0.25,0.65,0.23,-0.7,-0.01,0,-0.38,-0.0080771074273791
2022-02-08,353.579010009766,4521.5400390625,14194.4501953125,21.4400005340576,1.02,0.73,-0.28,0.92,-0.46,0,-0.15,0.0111725858699288
2022-02-09,361.071594238281,4587.18017578125,14490.3701171875,19.9599990844727,1.61,0.03,-1.95,-1.1,-0.23,0,-1.14,0.0209692924899194
2022-02-10,352.899658203125,4504.080078125,14185.6396484375,23.9099998474121,-1.69,0.03,1.23,-0.56,0.32,0,0.35,-0.022892498516093
2022-02-11,341.705139160156,4418.64013671875,13791.150390625,27.3600006103516,-1.92,0.91,2.13,-0.18,1.44,0,0.72,-0.0322355631580891
2022-02-14,342.128509521484,4401.669921875,13790.919921875,28.3299999237061,-0.35,0.09,-0.59,0.68,-0.2,0,-0.07,0.00123822633249215
2022-02-15,350.635162353516,4471.06982421875,14139.759765625,25.7000007629395,1.87,1.03,-1.42,-0.68,-0.83,0,-0.91,0.0245598340787012
2022-02-16,350.546630859375,4475.009765625,14124.08984375,24.2900009155273,-0.02,0.04,0.31,0.59,0.4,0,0.64,-0.000252520802645151
2022-02-17,340.119964599609,4380.259765625,13716.7197265625,28.1100006103516,-2.28,-0.05,1.1,0.88,1.44,0,1.03,-0.0301953461582141
2022-02-18,336.240753173828,4348.8701171875,13548.0703125,27.75,-0.87,0.1,0.94,1.05,0.43,0,1.04,-0.0114709617523907
2022-02-22,332.863647460938,4304.759765625,13381.51953125,28.8099994659424,-1.18,-0.36,0.11,-0.05,0.15,0,0.43,-0.0100944916415004
2022-02-23,324.337341308594,4225.5,13037.490234375,31.0200004577637,-1.96,0.06,1.26,0.02,1.04,0,0.95,-0.0259487880196394
2022-02-24,335.236541748047,4288.7001953125,13473.58984375,30.3199996948242,1.89,0.72,-3.86,-1.79,-1.72,0,-3.01,0.033052226405732
2022-02-25,340.435028076172,4384.64990234375,13694.6201171875,27.5900001525879,2.23,-0.14,1.22,0.36,-0.21,0,0.79,0.0153879166688302
2022-02-28,341.449127197266,4373.93994140625,13751.400390625,30.1499996185303,0.05,0.41,-0.5,-0.8,0.3,0,-0.33,0.00297440514170244
2022-03-01,336.221038818359,4306.259765625,13532.4599609375,33.3199996948242,-1.57,-0.28,-0.81,-0.39,0.55,0,0.27,-0.0154299019398296
2022-03-02,341.862670898438,4386.5400390625,13752.01953125,30.7399997711182,1.81,0.61,1.34,0.52,0.38,0,1.29,0.0166403120419654
2022-03-03,336.979187011719,4363.490234375,13537.9404296875,30.4799995422363,-0.88,-0.22,1.52,1.23,1.21,0,1.28,-0.0143879405043803
2022-03-04,332.095672607422,4328.8701171875,13313.4404296875,31.9799995422363,-1.1,-0.5,0.68,0.4,1.18,0,1.52,-0.0145980709283888
2022-03-07,319.847625732422,4201.08984375,12830.9599609375,36.4500007629395,-3.12,0.73,0.89,-0.67,1.33,0,0.57,-0.0375783851047746
2022-03-08,318.360961914062,4170.7001953125,12795.5498046875,35.1300010681152,-0.52,0.97,0.32,-1.13,-0.22,0,-0.84,-0.00465887340330706
2022-03-09,329.821350097656,4277.8798828125,13255.5498046875,32.4500007629395,2.8,0,-2.09,-0.42,-1.53,0,-0.98,0.0353653051305045
2022-03-10,326.158752441406,4259.52001953125,13129.9599609375,30.2299995422363,-0.47,0.31,1.16,-0.33,0.34,0,1,-0.0111669110159225
2022-03-11,319.394714355469,4204.31005859375,12843.8095703125,30.75,-1.49,-0.13,1.79,0.98,0.59,0,1.32,-0.0209565465380575
2022-03-14,313.260894775391,4173.10986328125,12581.2197265625,31.7700004577637,-1.06,-0.85,1.77,2.18,0.04,0,1.23,-0.0193913139949879
2022-03-15,323.0869140625,4262.4501953125,12948.6201171875,29.8299999237061,2.15,-0.49,-2.39,0.75,-0.99,0,-0.77,0.0308849978298564
2022-03-16,335.069091796875,4357.85986328125,13436.5498046875,26.6700000762939,2.61,0.44,-1.83,-1.17,-1.52,0,-2.1,0.0364153839185004
2022-03-17,339.125518798828,4411.669921875,13614.7802734375,25.6700000762939,1.43,0.16,-1.09,-1.59,-0.14,0,-0.7,0.0120335460644201
2022-03-18,346.066802978516,4463.1201171875,13893.83984375,23.8700008392334,1.33,-0.19,-1.85,-0.54,-0.8,0,-0.95,0.0202615278200708
2022-03-21,345.104675292969,4461.18017578125,13838.4599609375,23.5300006866455,-0.18,-0.94,1.59,-0.17,1.56,0,1.6,-0.00278405095477119
2022-03-22,351.886871337891,4511.60986328125,14108.8203125,22.9400005340576,1.31,-0.22,-1.16,-0.82,-1,0,-0.88,0.0194619580380406
2022-03-23,346.829772949219,4456.240234375,13922.599609375,23.5699996948242,-1.26,-0.61,0.38,-0.49,1.54,0,0.82,-0.0144756439878106
2022-03-24,354.538635253906,4520.16015625,14191.83984375,21.6700000762939,1.42,-0.32,-0.79,-0.47,-0.2,0,-0.23,0.0219832335257673
2022-03-25,354.242889404297,4543.06005859375,14169.2998046875,20.8099994659424,0.27,-0.3,2.18,0.22,1.32,0,1.11,-0.000834519119035093
2022-03-28,359.723907470703,4575.52001953125,14354.900390625,19.6299991607666,0.73,-0.87,-1.7,0.49,-1.18,0,-0.47,0.0153540074051222
2022-03-29,365.914672851562,4631.60009765625,14619.6396484375,18.8999996185303,1.45,1.2,-1.92,-0.34,-0.96,0,-1.98,0.0170633584147541
2022-03-30,361.872863769531,4602.4501953125,14442.26953125,19.3299999237061,-0.83,-1.12,0.4,0.39,0.9,0,1.01,-0.0111072268537082
2022-03-31,357.387542724609,4530.41015625,14220.51953125,20.5599994659424,-1.55,0.62,-0.44,-0.22,0.39,0,0.4,-0.0124721982397151
2022-04-01,356.707366943359,4545.85986328125,14261.5,19.6299991607666,0.39,0.57,-0.59,-0.91,0.1,0.001,-0.21,-0.001905001639809
2022-04-04,364.051513671875,4582.64013671875,14532.5498046875,18.5699996948242,0.94,-0.54,-1.88,-0.78,-0.65,0.001,-1.55,0.0203796334973934
2022-04-05,355.968048095703,4525.1201171875,14204.169921875,21.0300006866455,-1.54,-0.73,0.84,0.71,0.18,0.001,1.16,-0.0224544044162869
2022-04-06,348.239440917969,4481.14990234375,13888.8203125,22.1000003814697,-1.24,-0.31,1.09,0.25,0.85,0.001,1.45,-0.0219506824914708
2022-04-07,349.067535400391,4500.2099609375,13897.2998046875,21.5499992370605,0.33,-0.61,-0.13,0.38,0.34,0.001,1.21,0.00237512286505925
2022-04-08,344.187896728516,4488.27978515625,13711,21.1599998474121,-0.39,-0.53,2.24,0.37,1.04,0.001,0.94,-0.0140776949831167
2022-04-11,336.045288085938,4412.52978515625,13411.9599609375,24.3700008392334,-1.53,0.62,1.06,0.44,0.06,0.001,-0.82,-0.0239417828238988
2022-04-12,334.625701904297,4397.4501953125,13371.5703125,24.2600002288818,-0.29,0.57,0.46,-0.24,1.04,0.001,0.96,-0.00423333742737686
2022-04-13,341.427673339844,4446.58984375,13643.58984375,21.8199996948242,1.4,0.62,-0.71,-1,0.03,0.001,-0.18,0.0201232660583219
2022-04-14,333.620208740234,4392.58984375,13351.080078125,22.7000007629395,-1.28,0.32,1.41,0.19,0.93,0.001,0.79,-0.023132619073059
2022-04-18,333.876525878906,4391.68994140625,13332.3603515625,22.1700000762939,-0.21,-0.57,1.8,0.76,0.61,0.001,1.51,0.00076799522147919
2022-04-19,341.338958740234,4462.2099609375,13619.66015625,21.3700008392334,1.77,0.4,-0.95,0.53,-1.27,0.001,-1.37,0.0221047558500107
2022-04-20,336.360717773438,4459.4501953125,13453.0703125,20.3199996948242,-0.28,0.48,1.26,0.78,1.11,0.001,2.19,-0.0146918485732987
2022-04-21,329.401031494141,4393.66015625,13174.650390625,22.6800003051758,-1.75,-0.56,0.41,1.76,0.39,0.001,0.38,-0.0209081997345484
2022-04-22,320.775421142578,4271.77978515625,12839.2900390625,28.2099990844727,-2.74,0.25,-0.16,-0.13,-0.22,0.001,-0.29,-0.026534693500853
2022-04-25,324.895965576172,4296.1201171875,13004.849609375,27.0200004577637,0.71,0.12,-1.84,0.11,-1.06,0.001,-1.25,0.0127637694943115
2022-04-26,312.632843017578,4175.2001953125,12490.740234375,33.5200004577637,-3,-0.36,1.79,0.24,1.21,0.001,1.28,-0.0384755486611352
2022-04-27,312.258209228516,4183.9599609375,12488.9296875,31.6000003814697,0.12,-0.56,0.34,0.14,0.79,0.001,1.22,-0.00119903728049842
