"date","QQQ","SP500","NASDAQ","VIX","MKTRF","SMB","HML","RMW","CMA","RF","MOM","QQQ_log_return"
2021-05-26,327.810852050781,4195.990234375,13738,17.3600006103516,0.47,1.78,0.56,-0.54,0.14,0,1.73,0.00347764871635547
2021-05-27,326.584533691406,4200.8798828125,13736.2802734375,16.7399997711182,0.28,1.08,0.95,-0.26,0.28,0,1.57,-0.00374794756079488
2021-05-28,327.614654541016,4204.10986328125,13748.740234375,16.7600002288818,0.04,-0.37,-0.3,-0.19,-0.42,0,-0.37,0.0031492601015719
2021-06-01,326.525634765625,4202.0400390625,13736.48046875,17.8999996185303,0.03,1.41,1.46,0.29,0.39,0,0.95,-0.00332962454477137
2021-06-02,327.163391113281,4208.1201171875,13756.330078125,17.4799995422363,0.12,-0.21,0.32,-0.09,0.69,0,-0.7,0.00195125365351778
2021-06-03,323.759002685547,4192.85009765625,13614.509765625,18.0400009155273,-0.53,-0.25,0.72,0.42,0.32,0,-1.02,-0.0104602929683022
2021-06-04,329.253112792969,4229.89013671875,13814.490234375,16.4200000762939,0.89,-0.6,-0.9,-0.13,-0.21,0,0.36,0.0168273746214176
2021-06-07,330.234191894531,4226.52001953125,13881.7197265625,16.4200000762939,0.15,1.28,-0.96,-1.01,-0.19,0,0.65,0.00297528039834116
2021-06-08,330.391143798828,4227.259765625,13924.91015625,17.0699996948242,0.19,1.08,-0.32,0.06,-0.06,0,0.47,0.000475161634802213
2021-06-09,330.469635009766,4219.5498046875,13911.75,17.8899993896484,-0.3,-0.45,-0.84,0.15,0.17,0,-1.16,0.000237542350290276
2021-06-10,333.913238525391,4239.18017578125,14020.330078125,16.1000003814697,0.4,-1.33,-2.05,-0.55,-1.06,0,-1.64,0.0103664151830154
2021-06-11,334.786376953125,4247.43994140625,14069.419921875,15.6499996185303,0.37,0.71,0.18,0.04,-0.02,0,0.62,0.00261145334537183
2021-06-14,337.994567871094,4255.14990234375,14174.1396484375,16.3899993896484,0.15,-0.75,-1.62,-0.59,-0.48,0,-0.93,0.00953717628328743
2021-06-15,335.787139892578,4246.58984375,14072.8603515625,17.0200004577637,-0.3,0.21,1.3,0.69,0.12,0,0.01,-0.00655237698150213
2021-06-16,334.560791015625,4223.7001953125,14039.6796875,18.1499996185303,-0.45,0.43,0.2,-0.34,-0.24,0,0.37,-0.00365884696146423
2021-06-17,338.808868408203,4221.85986328125,14161.349609375,17.75,0.01,-1.34,-3.59,-0.69,-1.09,0,-1.8,0.0126175383509119
2021-06-18,336.150115966797,4166.4501953125,14030.3798828125,20.7000007629395,-1.22,-0.8,-1.45,-0.44,-0.69,0,-0.52,-0.00787830447427051
2021-06-21,338.239318847656,4224.7900390625,14141.48046875,17.8899993896484,1.34,0.83,1.06,0.41,0.33,0,1.33,0.00619585496590069
2021-06-22,341.392211914062,4246.43994140625,14253.26953125,16.6599998474121,0.58,-0.1,-0.43,0.19,0.21,0,0.45,0.00927830903147431
2021-06-23,341.559173583984,4241.83984375,14271.73046875,16.3199996948242,0.01,0.51,-0.28,-0.48,-0.23,0,1.18,0.000488941604903204
2021-06-24,343.671051025391,4266.490234375,14369.7099609375,15.9700002670288,0.69,0.74,0.23,-0.38,0.26,0,0.71,0.00616401335579919
2021-06-25,343.248626708984,4280.7001953125,14360.3896484375,15.6199998855591,0.31,-0.5,0.43,-0.13,0.06,0,-0.56,-0.00122990906607523
2021-06-28,347.423126220703,4290.60986328125,14500.509765625,15.7600002288818,0.22,-0.84,-1.59,-0.51,-0.13,0,0.12,0.0120883772311808
2021-06-29,348.680358886719,4291.7998046875,14528.330078125,16.0200004577637,0,-0.4,-0.29,0.31,0.4,0,0.1,0.00361220439186383
2021-06-30,348.130310058594,4297.5,14503.9501953125,15.8299999237061,0.07,0.12,0.75,0.73,0.62,0,0.78,-0.0015787615399363
2021-07-01,348.267822265625,4319.93994140625,14522.3798828125,15.4799995422363,0.43,0.4,0.41,0.01,0.42,0,-0.27,0.00039492411721298
2021-07-02,352.265533447266,4352.33984375,14639.330078125,15.0699996948242,0.56,-1.52,-0.71,0.66,-0.16,0,-0.82,0.0114134596060316
2021-07-06,353.787933349609,4343.5400390625,14663.6396484375,16.4400005340576,-0.28,-1.04,-1.99,0.56,-0.7,0,-1.47,0.00431242769359397
2021-07-07,354.534454345703,4358.1298828125,14665.0595703125,16.2000007629395,0.09,-0.86,0.08,1.7,0.32,0,-1.15,0.00210785734141794
2021-07-08,352.393127441406,4320.81982421875,14559.7802734375,19,-0.86,-0.01,-0.77,-0.22,0,0,-0.32,-0.00605814091441292
2021-07-09,354.593353271484,4369.5498046875,14701.919921875,16.1800003051758,1.25,0.85,1.57,-0.18,0.34,0,1.65,0.00622425744597166
2021-07-12,355.978302001953,4384.6298828125,14733.240234375,16.1700000762939,0.23,-0.01,0.56,0.29,-0.29,0,0.9,0.00389813039664588
2021-07-13,355.978302001953,4369.2099609375,14677.650390625,17.1200008392334,-0.56,-1.23,-0.41,0.72,0.12,0,-1.24,0
2021-07-14,356.616760253906,4374.2998046875,14644.9501953125,16.3299999237061,-0.26,-1.17,0.34,1.93,0.6,0,-1.4,0.00179192491391245
2021-07-15,354.112030029297,4360.02978515625,14543.1298828125,17.0100002288818,-0.38,-0.26,0.79,0.33,-0.07,0,-0.62,-0.00704837239840206
2021-07-16,351.243896484375,4327.16015625,14427.240234375,18.4500007629395,-0.77,-0.4,-1.25,0.12,-0.83,0,-1.56,-0.00813248813729128
2021-07-19,348.366088867188,4258.490234375,14274.98046875,22.5,-1.41,0.04,-1.74,-0.42,-1.12,0,-0.62,-0.00822693760483695
2021-07-20,352.412811279297,4323.06005859375,14498.8798828125,19.7299995422363,1.69,0.84,0.16,-0.56,0.39,0,1.63,0.0115493414340548
2021-07-21,355.133605957031,4358.68994140625,14631.9501953125,17.9099998474121,0.95,0.72,0.79,-0.98,0.06,0,1.9,0.00769082571098867
2021-07-22,357.481140136719,4367.47998046875,14684.599609375,17.6900005340576,0.09,-1.55,-1.01,0.5,-0.39,0,-0.63,0.00658853239990265
2021-07-23,361.655609130859,4411.7900390625,14836.990234375,17.2000007629395,0.98,-0.33,-0.47,0.48,-0.32,0,0.08,0.0116097971271847
2021-07-26,361.940368652344,4422.2998046875,14840.7099609375,17.5799999237061,0.18,0.1,1.33,0.26,0.87,0,0.98,0.000787067769660865
2021-07-27,357.952575683594,4401.4599609375,14660.580078125,19.3600006103516,-0.66,-0.47,0.59,0.46,0.12,0,-1.08,-0.011078963308802
2021-07-28,359.327667236328,4400.64013671875,14762.580078125,18.3099994659424,0.27,1.21,-0.65,-1.56,-0.71,0,0.59,0.00383418684930348
2021-07-29,359.966156005859,4419.14990234375,14778.259765625,17.7000007629395,0.41,0.22,0.94,0.82,0.52,0,0.8,0.0017753216185028
2021-07-30,358.090118408203,4395.259765625,14672.6796875,18.2399997711182,-0.65,-0.08,-0.17,0.55,0.38,0,-0.06,-0.00522533381611012
2021-08-02,358.119537353516,4387.16015625,14681.0703125,19.4599990844727,-0.12,-0.12,-0.41,-0.07,-0.31,0,-0.05,8.21517696456553e-05
2021-08-03,360.290252685547,4423.14990234375,14761.2900390625,18.0400009155273,0.73,-0.4,0.92,0.64,0.21,0,0.49,0.00604313016952318
