"Date","Actual","ARMA11_1","ARMA58_1","ARMA11_1_mod","ARMA11_3","ARMA58_3","ARMA11_3_mod"
"2023-09-25",0.00473847141086736,0.000290313198179853,0.00165025312613705,0.000126723180603531,NA,NA,NA
"2023-09-26",-0.0151301924279519,0.000635844724321691,-0.00133978329145656,0.00242091049848712,NA,NA,NA
"2023-09-27",0.00234066316373216,-0.00011845650000972,0.00136200789208813,0.00245639028137314,0.000159910252839489,-0.000679651264138952,1.12693581154923e-09
"2023-09-28",0.0083303987715011,-0.00174255694778777,0.00041843963863538,0.000123815499498208,0.000638402455760716,0.00123963059938661,0.00241863882684319
"2023-09-29",0.000725972716168144,-0.000382884728394864,0.000385395651058603,-0.000534621826917384,-0.00340507160246445,-0.0143108520687265,6.27931955266678e-08
"2023-10-02",0.00831098167186539,-9.41986948331948e-05,-0.000216342721184941,-0.00043019026901129,-0.00196782492106031,-0.0151551801559564,7.97317504033758e-08
"2023-10-03",-0.0177053935305729,0.000613539897507907,-0.00308512984552109,-0.00139555242803235,1.55252793255476e-05,-0.0152051338741858,-8.40231005962854e-05
"2023-10-04",0.0135168108761334,0.0019311126429136,-0.00318784043377676,0.00363282378203901,0.000142533139270673,-0.010339886090387,-7.67817179914864e-05
"2023-10-05",-0.00295085174600374,-0.00227656777707362,-0.00133061024627383,-0.00353381715086445,0.00113420697936239,-0.010199577979686,-0.000316719822147951
"2023-10-06",0.0166167295432693,0.000208320314620697,0.00158892963884707,-0.00023908097169842,-0.000662260218971467,-0.0129866962345292,0.00029372086997989
"2023-10-09",0.00508697630916988,-0.00412039023191175,-0.00409842637085706,-0.00718021282800856,0.000586233044812748,-0.0130266088939153,-5.33422156709941e-07
"2023-10-10",0.00552278656690142,0.0022667121317741,-0.00560219338547598,8.92766961363258e-05,0.00023366189473052,-0.0165142732815112,-1.30144230746217e-06
"2023-10-11",0.00710993735607968,0.000571768643911254,-0.00234448962574867,-0.00220687081436151,0.00153536719586082,-0.0103285467970854,-0.00422363845344123
"2023-10-12",-0.00348111337511536,0.00162581858568731,-0.00213630162773982,-0.00116905647976709,0.00208892632837839,-0.0126976679883672,3.03788634955491e-05
"2023-10-13",-0.0126495480344824,0.00431468947064914,0.00407426373146936,0.00136704088319605,0.00138637298760941,0.00294296803026824,-0.00120231292622567
"2023-10-16",0.0112428885213696,0.00399052023288329,-0.00498417213365168,0.00228543997051568,0.00221081689193932,-0.000534515577049921,-0.000492475588775378
"2023-10-17",-0.00328076865626681,-0.00201800859227712,-9.40983606709325e-05,-0.00393064826647343,0.0029054195240215,-0.00894794467767655,0.000491327671164491
"2023-10-18",-0.0132047169472198,0.00361470226726694,0.00523643692531105,0.00170724366542789,0.00209129037604429,-0.00688219477240364,0.000726957435851701
"2023-10-19",-0.00940091204451843,0.00459161441169558,0.000978811873901417,0.00341646552107203,0.000243287240343076,-0.00771142436705675,-0.00175270411771665
"2023-10-20",-0.0150302760129488,0.00137089074690192,-0.00186713092524081,0.00103623907374654,0.001991789370786,-0.0083254139079908,0.000398754185519412
"2023-10-23",0.00301291609170828,0.00107820077060912,0.00243488312324823,0.00153357713907773,0.00100716454706954,-0.00730274626747248,0.000204384450573135
"2023-10-24",0.00968115243479151,-0.00160415294054784,0.000545472447491769,-0.00129508609663641,0.000560963300618783,-0.00230825448693976,0.000254075323737408
"2023-10-25",-0.0247804108772591,-0.00058080902394822,0.00236112539556947,-0.000748694279791436,-3.72389828716716e-05,-0.00902107361982933,0.000399090448094859
"2023-10-26",-0.0192512500797779,0.00329067076008665,-0.00149808338013123,0.00416859299264823,-0.000800393350388106,-8.09266132699214e-05,-0.000509175824730936
"2023-10-27",0.0047896933407463,-0.000860948709224046,0.00157379657927339,0.000185043483449702,-6.61729788280208e-05,-0.00986393612529488,-0.000225696371331949
"2023-10-30",0.0112022911170602,-0.00136716370604688,0.0055706722802679,-7.21267451819318e-06,-0.000803289259520074,-0.0164408692041157,8.89767104934306e-05
"2023-10-31",0.00477098817972266,-0.00141153830650482,0.00575202132386292,-0.000370787905596286,-0.0015990968671221,-0.0088339564988933,3.44145746595221e-09
"2023-11-01",0.0172078803958762,-0.00106193982885039,0.000871573870164896,-1.84824999465891e-05,-0.00137150812886542,-0.0128560997476653,-1.68996140933511e-07
"2023-11-02",0.0179905531452489,0.000237413343228513,-0.00237564267288411,0.000321708219109324,-0.000985162044904595,-0.00989831328187817,-5.33601622656389e-05
"2023-11-03",0.011680301545411,0.00207883329499006,0.00451505652104577,0.00163439107299304,-0.000796248451683872,-0.00167093853640658,-3.77577273725355e-11
"2023-11-06",0.00407096349128455,0.00266450194567558,0.00900061438329931,0.00202984426296385,-8.49160303120185e-05,0.00960216884711002,2.63589903591178e-08
"2023-11-07",0.00940824275272512,0.00189751157634142,0.00635188463199295,0.00127132792805797,0.000525398632872546,0.00039292742779135,8.43261658066904e-06
"2023-11-08",0.000643729359762979,0.0028823877642364,-0.000187076510188861,0.00214837817172514,0.00102103683730759,0.00562184579241109,0.000184278565854669
"2023-11-09",-0.0077252503822649,0.00183513380040525,0.00239221144830558,0.00105299099671491,0.00110410039374384,0.00852934281138137,0.000221453351624464
"2023-11-10",0.0222332197423443,1.2216931464366e-05,-0.00859291924515751,-0.000730880155227352,0.00168589904444486,-0.000903398529358054,0.000676603122457095
"2023-11-13",-0.00312335265037422,0.00307808873567431,0.00244082453439104,0.00217809564593692,0.00139694401470193,-0.00452705126342331,0.000350335322806561
"2023-11-14",0.0212979139746876,0.00183377824630464,-0.00508314448044131,0.000850898389146253,0.000722471793721675,-0.00199011443039227,-0.000202329194038583
"2023-11-15",0.000752376325045212,0.00360475544026775,0.00263587521365399,0.00278713268285866,0.00210119690701738,-0.00425730019924197,0.000937239148093156
"2023-11-16",0.000855480784818674,0.00281537217028426,-0.00505454097454066,0.00184478561191366,0.00157726147188859,-0.00861448767311759,0.000364162645933625
"2023-11-17",0.000233178768136888,0.00234405904372116,-0.00424592084084528,0.00126393526539187,0.0026560232693663,-0.00235977650269279,0.0014712018956475
"2023-11-20",0.012101312588003,0.00199561342732986,0.00168642714941908,0.000817086597092067,0.00229949866153074,-0.00596610972145625,0.000966445315768298
"2023-11-21",-0.00582642431549907,0.00291445733211266,-0.00844646782149891,0.0018783463551977,0.00208535355864266,-0.00754551708232542,0.000668371293444724
"2023-11-22",0.00408460338668082,0.00187282384800224,-0.000781335004938037,0.000592956144989371,0.0019129761608903,-0.00736972025250263,0.000432303056562592
"2023-11-24",-0.00141101263058818,0.00208666805282749,-0.000547377779402981,0.00081892221491006,0.00247855181158653,-0.00684449789048757,0.00110076348183425
"2023-11-27",-0.000873320753399298,0.00174402915008229,0.00199047103289021,0.000404077478280877,0.00189208773835919,0.00162897131501152,0.000334839449687607
"2023-11-28",0.00261759900455871,0.00155159185029437,-0.00442430431971176,0.000183818534451235,0.00201988936409786,-0.00237271756027635,0.0004772194305188
"2023-11-29",-0.000974431063018422,0.00172677867489016,-0.00193770184644896,0.000373575213328308,0.00181674538949856,-0.00257149827580881,0.000233493780103502
"2023-11-30",-0.00251717326294454,0.00152234345728687,-0.000544065068504753,0.000155613596560399,0.00169293034738105,-9.59916548840842e-05,0.000105910669368847
"2023-12-01",0.00285065259479556,0.00123111214109397,0.000624864690831829,-0.000136718335623699,0.00178573642800834,-0.00112000289680043,0.000216903887147232
"2023-12-04",-0.00932690185533502,0.00151180077126533,-0.000341818423749199,0.000178724281257,0.00165575803618915,-0.00223305127335635,8.99706609950849e-05
"2023-12-05",0.00250787887345805,0.00058120194799484,4.70980533273067e-05,-0.000741089843888786,0.00146738135398187,-0.00171365922535874,-7.84338316670475e-05
"2023-12-06",-0.00580074438499789,0.00102516040178386,0.000117641044029333,-0.000256706798934428,0.00161686564575875,0.0032805441247149,0.000103550300458009
"2023-12-07",0.0138756025619182,0.000517480585185398,0.00136549330011018,-0.000698344515565202,0.0010376767357889,-0.000630282624000332,-0.000423527735509207
"2023-12-08",0.00444675107674364,0.00160570136578615,-0.000792144801617442,0.000685321658879303,0.00127080546357375,-0.00227688783536934,-0.000146700865681822
"2023-12-11",0.00850587421801041,0.002002323763448,0.00244025604725916,0.000850560231185668,0.000936000067803243,-0.000180981989365349,-0.000397963835108452
"2023-12-12",0.00793270438246552,0.00240427533250554,0.00159174404438472,0.00134896561833877,0.00161394914971332,-0.000909823309831307,0.000396110433606823
"2023-12-13",0.0126371304155395,0.00267916104611252,0.00150293750477538,0.00170697544096824,0.00182487242369023,0.00137826647272144,0.000488447912479739
"2023-12-14",-0.000867284604654905,0.00333863711442483,0.0027664995391248,0.00257231611804903,0.00206651388771628,-0.00229309735678832,0.000768353188275108
